coxa_deg,femur_deg,tibia_deg,x,y,z
-45.0,-25.0,7.0,-45.0,-57.5,-15.34
-45.0,-25.0,9.0,-48.3,-54.2,-16.76
-45.0,-25.0,11.0,-51.64,-50.86,-18.03
-45.0,-25.0,13.0,-55.01,-47.49,-19.13
-45.0,-25.0,15.0,-58.4,-44.1,-20.06
-45.0,-25.0,17.0,-61.81,-40.69,-20.82
-45.0,-25.0,19.0,-65.24,-37.26,-21.42
-45.0,-25.0,21.0,-68.68,-33.82,-21.85
-45.0,-25.0,23.0,-72.14,-30.36,-22.1
-45.0,-25.0,25.0,-75.59,-26.91,-22.19
-45.0,-25.0,27.0,-79.05,-23.45,-22.1
-45.0,-25.0,29.0,-82.5,-20.0,-21.85
-45.0,-25.0,31.0,-85.94,-16.56,-21.42
-45.0,-25.0,33.0,-89.37,-13.13,-20.82
-45.0,-25.0,35.0,-92.78,-9.72,-20.06
-45.0,-25.0,37.0,-96.17,-6.33,-19.13
-45.0,-25.0,39.0,-99.54,-2.96,-18.03
-45.0,-25.0,41.0,-102.88,0.38,-16.76
-45.0,-25.0,43.0,-106.18,3.68,-15.34
-45.0,-25.0,45.0,-109.45,6.95,-13.74
-45.0,-23.0,-45.0,15.67,-118.17,67.04
-45.0,-23.0,-43.0,14.32,-116.82,62.54
-45.0,-23.0,-41.0,12.86,-115.36,58.11
-45.0,-23.0,-39.0,11.29,-113.79,53.76
-45.0,-23.0,-37.0,9.61,-112.11,49.49
-45.0,-23.0,-35.0,7.84,-110.34,45.3
-45.0,-23.0,-33.0,5.95,-108.45,41.2
-45.0,-23.0,-31.0,3.97,-106.47,37.2
-45.0,-23.0,-29.0,1.89,-104.39,33.29
-45.0,-23.0,-27.0,-0.28,-102.22,29.5
-45.0,-23.0,-25.0,-2.55,-99.95,25.81
-45.0,-23.0,-23.0,-4.91,-97.59,22.23
-45.0,-23.0,-21.0,-7.35,-95.15,18.78
-45.0,-23.0,-19.0,-9.88,-92.62,15.45
-45.0,-23.0,-17.0,-12.48,-90.02,12.24
-45.0,-23.0,-15.0,-15.17,-87.33,9.17
-45.0,-23.0,-13.0,-17.93,-84.57,6.22
-45.0,-23.0,-11.0,-20.76,-81.74,3.42
-45.0,-23.0,-9.0,-23.66,-78.84,0.76
-45.0,-23.0,-7.0,-26.62,-75.88,-1.76
-45.0,-23.0,-5.0,-29.64,-72.86,-4.13
-45.0,-23.0,-3.0,-32.72,-69.78,-6.34
-45.0,-23.0,-1.0,-35.85,-66.65,-8.41
-45.0,-23.0,1.0,-39.03,-63.47,-10.32
-45.0,-23.0,3.0,-42.26,-60.24,-12.07
-45.0,-23.0,5.0,-45.53,-56.97,-13.66
-45.0,-23.0,7.0,-48.83,-53.67,-15.09
-45.0,-23.0,9.0,-52.17,-50.33,-16.35
-45.0,-23.0,11.0,-55.54,-46.96,-17.45
-45.0,-23.0,13.0,-58.93,-43.57,-18.39
-45.0,-23.0,15.0,-62.34,-40.16,-19.15
-45.0,-23.0,17.0,-65.77,-36.73,-19.75
-45.0,-23.0,19.0,-69.21,-33.29,-20.17
-45.0,-23.0,21.0,-72.66,-29.84,-20.43
-45.0,-23.0,23.0,-76.12,-26.38,-20.51
-45.0,-23.0,25.0,-79.57,-22.93,-20.43
-45.0,-23.0,27.0,-83.02,-19.48,-20.17
-45.0,-23.0,29.0,-86.47,-16.03,-19.75
-45.0,-23.0,31.0,-89.89,-12.61,-19.15
-45.0,-23.0,33.0,-93.31,-9.19,-18.39
-45.0,-23.0,35.0,-96.7,-5.8,-17.45
-45.0,-23.0,37.0,-100.07,-2.43,-16.35
-45.0,-23.0,39.0,-103.4,0.9,-15.09
-45.0,-23.0,41.0,-106.71,4.21,-13.66
-45.0,-23.0,43.0,-109.98,7.48,-12.07
-45.0,-23.0,45.0,-113.2,10.7,-10.32
-45.0,-21.0,-45.0,13.83,-116.33,64.24
-45.0,-21.0,-43.0,12.37,-114.87,59.81
-45.0,-21.0,-41.0,10.8,-113.3,55.46
-45.0,-21.0,-39.0,9.13,-111.63,51.19
-45.0,-21.0,-37.0,7.35,-109.85,47.0
-45.0,-21.0,-35.0,5.47,-107.97,42.9
-45.0,-21.0,-33.0,3.49,-105.99,38.9
-45.0,-21.0,-31.0,1.41,-103.91,34.99
-45.0,-21.0,-29.0,-0.77,-101.73,31.2
-45.0,-21.0,-27.0,-3.04,-99.46,27.51
-45.0,-21.0,-25.0,-5.39,-97.11,23.93
-45.0,-21.0,-23.0,-7.84,-94.66,20.48
-45.0,-21.0,-21.0,-10.36,-92.14,17.15
-45.0,-21.0,-19.0,-12.97,-89.53,13.94
-45.0,-21.0,-17.0,-15.66,-86.84,10.86
-45.0,-21.0,-15.0,-18.42,-84.08,7.92
-45.0,-21.0,-13.0,-21.25,-81.25,5.12
-45.0,-21.0,-11.0,-24.14,-78.36,2.46
-45.0,-21.0,-9.0,-27.11,-75.39,-0.06
-45.0,-21.0,-7.0,-30.13,-72.37,-2.43
-45.0,-21.0,-5.0,-33.21,-69.29,-4.65
-45.0,-21.0,-3.0,-36.34,-66.16,-6.71
-45.0,-21.0,-1.0,-39.52,-62.98,-8.62
-45.0,-21.0,1.0,-42.74,-59.76,-10.37
-45.0,-21.0,3.0,-46.01,-56.49,-11.96
-45.0,-21.0,5.0,-49.32,-53.18,-13.39
-45.0,-21.0,7.0,-52.65,-49.85,-14.66
-45.0,-21.0,9.0,-56.02,-46.48,-15.75
-45.0,-21.0,11.0,-59.41,-43.09,-16.69
-45.0,-21.0,13.0,-62.83,-39.67,-17.45
-45.0,-21.0,15.0,-66.26,-36.24,-18.05
-45.0,-21.0,17.0,-69.7,-32.8,-18.47
-45.0,-21.0,19.0,-73.15,-29.35,-18.73
-45.0,-21.0,21.0,-76.6,-25.9,-18.81
-45.0,-21.0,23.0,-80.06,-22.44,-18.73
-45.0,-21.0,25.0,-83.51,-18.99,-18.47
-45.0,-21.0,27.0,-86.95,-15.55,-18.05
-45.0,-21.0,29.0,-90.38,-12.12,-17.45
-45.0,-21.0,31.0,-93.79,-8.71,-16.69
-45.0,-21.0,33.0,-97.19,-5.31,-15.75
-45.0,-21.0,35.0,-100.55,-1.95,-14.66
-45.0,-21.0,37.0,-103.89,1.39,-13.39
-45.0,-21.0,39.0,-107.19,4.69,-11.96
-45.0,-21.0,41.0,-110.46,7.96,-10.37
-45.0,-21.0,43.0,-113.69,11.19,-8.62
-45.0,-21.0,45.0,-116.87,14.37,-6.71
-45.0,-19.0,-45.0,11.93,-114.43,61.54
-45.0,-19.0,-43.0,10.36,-112.86,57.18
-45.0,-19.0,-41.0,8.69,-111.19,52.91
-45.0,-19.0,-39.0,6.91,-109.41,48.72
-45.0,-19.0,-37.0,5.02,-107.52,44.62
-45.0,-19.0,-35.0,3.04,-105.54,40.62
-45.0,-19.0,-33.0,0.96,-103.46,36.72
-45.0,-19.0,-31.0,-1.21,-101.29,32.92
-45.0,-19.0,-29.0,-3.48,-99.02,29.23
-45.0,-19.0,-27.0,-5.84,-96.66,25.66
-45.0,-19.0,-25.0,-8.28,-94.22,22.2
-45.0,-19.0,-23.0,-10.81,-91.69,18.87
-45.0,-19.0,-21.0,-13.41,-89.09,15.66
-45.0,-19.0,-19.0,-16.1,-86.4,12.59
-45.0,-19.0,-17.0,-18.86,-83.64,9.65
-45.0,-19.0,-15.0,-21.69,-80.81,6.84
-45.0,-19.0,-13.0,-24.59,-77.91,4.18
-45.0,-19.0,-11.0,-27.55,-74.95,1.66
-45.0,-19.0,-9.0,-30.57,-71.93,-0.7
-45.0,-19.0,-7.0,-33.65,-68.85,-2.92
-45.0,-19.0,-5.0,-36.78,-65.72,-4.99
-45.0,-19.0,-3.0,-39.96,-62.54,-6.9
-45.0,-19.0,-1.0,-43.19,-59.31,-8.65
-45.0,-19.0,1.0,-46.45,-56.05,-10.24
-45.0,-19.0,3.0,-49.76,-52.74,-11.67
-45.0,-19.0,5.0,-53.1,-49.4,-12.93
-45.0,-19.0,7.0,-56.46,-46.04,-14.03
-45.0,-19.0,9.0,-59.86,-42.64,-14.97
-45.0,-19.0,11.0,-63.27,-39.23,-15.73
-45.0,-19.0,13.0,-66.7,-35.8,-16.33
-45.0,-19.0,15.0,-70.14,-32.36,-16.75
-45.0,-19.0,17.0,-73.59,-28.91,-17.01
-45.0,-19.0,19.0,-77.05,-25.45,-17.09
-45.0,-19.0,21.0,-80.5,-22.0,-17.01
-45.0,-19.0,23.0,-83.95,-18.55,-16.75
-45.0,-19.0,25.0,-87.39,-15.11,-16.33
-45.0,-19.0,27.0,-90.82,-11.68,-15.73
-45.0,-19.0,29.0,-94.24,-8.26,-14.97
-45.0,-19.0,31.0,-97.63,-4.87,-14.03
-45.0,-19.0,33.0,-101.0,-1.5,-12.93
-45.0,-19.0,35.0,-104.33,1.83,-11.67
-45.0,-19.0,37.0,-107.64,5.14,-10.24
-45.0,-19.0,39.0,-110.9,8.4,-8.65
-45.0,-19.0,41.0,-114.13,11.63,-6.9
-45.0,-19.0,43.0,-117.31,14.81,-4.99
-45.0,-19.0,45.0,-120.44,17.94,-2.92
-45.0,-17.0,-45.0,9.96,-112.46,58.92
-45.0,-17.0,-43.0,8.29,-110.79,54.65
-45.0,-17.0,-41.0,6.51,-109.01,50.46
-45.0,-17.0,-39.0,4.62,-107.12,46.36
-45.0,-17.0,-37.0,2.64,-105.14,42.36
-45.0,-17.0,-35.0,0.56,-103.06,38.46
-45.0,-17.0,-33.0,-1.61,-100.89,34.66
-45.0,-17.0,-31.0,-3.88,-98.62,30.97
-45.0,-17.0,-29.0,-6.24,-96.26,27.4
-45.0,-17.0,-27.0,-8.68,-93.82,23.94
-45.0,-17.0,-25.0,-11.21,-91.29,20.61
-45.0,-17.0,-23.0,-13.81,-88.69,17.4
-45.0,-17.0,-21.0,-16.5,-86.0,14.33
-45.0,-17.0,-19.0,-19.26,-83.24,11.39
-45.0,-17.0,-17.0,-22.09,-80.41,8.59
-45.0,-17.0,-15.0,-24.99,-77.51,5.92
-45.0,-17.0,-13.0,-27.95,-74.55,3.41
-45.0,-17.0,-11.0,-30.97,-71.53,1.04
-45.0,-17.0,-9.0,-34.05,-68.45,-1.18
-45.0,-17.0,-7.0,-37.18,-65.32,-3.25
-45.0,-17.0,-5.0,-40.36,-62.14,-5.16
-45.0,-17.0,-3.0,-43.59,-58.91,-6.91
-45.0,-17.0,-1.0,-46.86,-55.64,-8.5
-45.0,-17.0,1.0,-50.16,-52.34,-9.93
-45.0,-17.0,3.0,-53.5,-49.0,-11.19
-45.0,-17.0,5.0,-56.86,-45.64,-12.29
-45.0,-17.0,7.0,-60.26,-42.24,-13.22
-45.0,-17.0,9.0,-63.67,-38.83,-13.99
-45.0,-17.0,11.0,-67.1,-35.4,-14.58
-45.0,-17.0,13.0,-70.54,-31.96,-15.01
-45.0,-17.0,15.0,-73.99,-28.51,-15.26
-45.0,-17.0,17.0,-77.45,-25.05,-15.35
-45.0,-17.0,19.0,-80.9,-21.6,-15.26
-45.0,-17.0,21.0,-84.35,-18.15,-15.01
-45.0,-17.0,23.0,-87.79,-14.71,-14.58
-45.0,-17.0,25.0,-91.22,-11.28,-13.99
-45.0,-17.0,27.0,-94.64,-7.86,-13.22
-45.0,-17.0,29.0,-98.03,-4.47,-12.29
-45.0,-17.0,31.0,-101.4,-1.1,-11.19
-45.0,-17.0,33.0,-104.73,2.23,-9.93
-45.0,-17.0,35.0,-108.04,5.54,-8.5
-45.0,-17.0,37.0,-111.3,8.8,-6.91
-45.0,-17.0,39.0,-114.53,12.03,-5.16
-45.0,-17.0,41.0,-117.71,15.21,-3.25
-45.0,-17.0,43.0,-120.84,18.34,-1.18
-45.0,-17.0,45.0,-123.92,21.42,1.04
-45.0,-15.0,-45.0,7.93,-110.43,56.41
-45.0,-15.0,-43.0,6.15,-108.65,52.22
-45.0,-15.0,-41.0,4.27,-106.77,48.12
-45.0,-15.0,-39.0,2.28,-104.78,44.12
-45.0,-15.0,-37.0,0.21,-102.71,40.22
-45.0,-15.0,-35.0,-1.97,-100.53,36.42
-45.0,-15.0,-33.0,-4.24,-98.26,32.73
-45.0,-15.0,-31.0,-6.59,-95.91,29.16
-45.0,-15.0,-29.0,-9.04,-93.46,25.7
-45.0,-15.0,-27.0,-11.56,-90.94,22.37
-45.0,-15.0,-25.0,-14.17,-88.33,19.17
-45.0,-15.0,-23.0,-16.86,-85.64,16.09
-45.0,-15.0,-21.0,-19.62,-82.88,13.15
-45.0,-15.0,-19.0,-22.45,-80.05,10.35
-45.0,-15.0,-17.0,-25.34,-77.16,7.69
-45.0,-15.0,-15.0,-28.31,-74.19,5.17
-45.0,-15.0,-13.0,-31.33,-71.17,2.8
-45.0,-15.0,-11.0,-34.41,-68.09,0.58
-45.0,-15.0,-9.0,-37.54,-64.96,-1.48
-45.0,-15.0,-7.0,-40.72,-61.78,-3.39
-45.0,-15.0,-5.0,-43.95,-58.55,-5.14
-45.0,-15.0,-3.0,-47.21,-55.29,-6.74
-45.0,-15.0,-1.0,-50.52,-51.98,-8.16
-45.0,-15.0,1.0,-53.85,-48.65,-9.43
-45.0,-15.0,3.0,-57.22,-45.28,-10.53
-45.0,-15.0,5.0,-60.61,-41.89,-11.46
-45.0,-15.0,7.0,-64.03,-38.47,-12.23
-45.0,-15.0,9.0,-67.46,-35.04,-12.82
-45.0,-15.0,11.0,-70.9,-31.6,-13.25
-45.0,-15.0,13.0,-74.35,-28.15,-13.5
-45.0,-15.0,15.0,-77.8,-24.7,-13.59
-45.0,-15.0,17.0,-81.26,-21.24,-13.5
-45.0,-15.0,19.0,-84.71,-17.79,-13.25
-45.0,-15.0,21.0,-88.15,-14.35,-12.82
-45.0,-15.0,23.0,-91.58,-10.92,-12.23
-45.0,-15.0,25.0,-94.99,-7.51,-11.46
-45.0,-15.0,27.0,-98.39,-4.11,-10.53
-45.0,-15.0,29.0,-101.75,-0.75,-9.43
-45.0,-15.0,31.0,-105.09,2.59,-8.16
-45.0,-15.0,33.0,-108.39,5.89,-6.74
-45.0,-15.0,35.0,-111.66,9.16,-5.14
-45.0,-15.0,37.0,-114.89,12.39,-3.39
-45.0,-15.0,39.0,-118.07,15.57,-1.48
-45.0,-15.0,41.0,-121.2,18.7,0.58
-45.0,-15.0,43.0,-124.28,21.78,2.8
-45.0,-15.0,45.0,-127.3,24.8,5.17
-45.0,-13.0,-45.0,5.84,-108.34,54.0
-45.0,-13.0,-43.0,3.95,-106.45,49.9
-45.0,-13.0,-41.0,1.97,-104.47,45.9
-45.0,-13.0,-39.0,-0.11,-102.39,42.0
-45.0,-13.0,-37.0,-2.28,-100.22,38.2
-45.0,-13.0,-35.0,-4.55,-97.95,34.51
-45.0,-13.0,-33.0,-6.91,-95.59,30.94
-45.0,-13.0,-31.0,-9.35,-93.15,27.48
-45.0,-13.0,-29.0,-11.88,-90.62,24.15
-45.0,-13.0,-27.0,-14.48,-88.02,20.94
-45.0,-13.0,-25.0,-17.17,-85.33,17.87
-45.0,-13.0,-23.0,-19.93,-82.57,14.93
-45.0,-13.0,-21.0,-22.76,-79.74,12.12
-45.0,-13.0,-19.0,-25.66,-76.84,9.46
-45.0,-13.0,-17.0,-28.62,-73.88,6.95
-45.0,-13.0,-15.0,-31.64,-70.86,4.58
-45.0,-13.0,-13.0,-34.72,-67.78,2.36
-45.0,-13.0,-11.0,-37.85,-64.65,0.29
-45.0,-13.0,-9.0,-41.03,-61.47,-1.62
-45.0,-13.0,-7.0,-44.26,-58.24,-3.37
-45.0,-13.0,-5.0,-47.53,-54.97,-4.96
-45.0,-13.0,-3.0,-50.83,-51.67,-6.39
-45.0,-13.0,-1.0,-54.17,-48.33,-7.65
-45.0,-13.0,1.0,-57.53,-44.97,-8.75
-45.0,-13.0,3.0,-60.93,-41.57,-9.68
-45.0,-13.0,5.0,-64.34,-38.16,-10.45
-45.0,-13.0,7.0,-67.77,-34.73,-11.04
-45.0,-13.0,9.0,-71.21,-31.29,-11.47
-45.0,-13.0,11.0,-74.66,-27.84,-11.72
-45.0,-13.0,13.0,-78.12,-24.38,-11.81
-45.0,-13.0,15.0,-81.57,-20.93,-11.72
-45.0,-13.0,17.0,-85.02,-17.48,-11.47
-45.0,-13.0,19.0,-88.46,-14.04,-11.04
-45.0,-13.0,21.0,-91.89,-10.61,-10.45
-45.0,-13.0,23.0,-95.31,-7.19,-9.68
-45.0,-13.0,25.0,-98.7,-3.8,-8.75
-45.0,-13.0,27.0,-102.07,-0.43,-7.65
-45.0,-13.0,29.0,-105.4,2.9,-6.39
-45.0,-13.0,31.0,-108.71,6.21,-4.96
-45.0,-13.0,33.0,-111.98,9.48,-3.37
-45.0,-13.0,35.0,-115.2,12.7,-1.62
-45.0,-13.0,37.0,-118.38,15.88,0.29
-45.0,-13.0,39.0,-121.51,19.01,2.36
-45.0,-13.0,41.0,-124.59,22.09,4.58
-45.0,-13.0,43.0,-127.61,25.11,6.95
-45.0,-13.0,45.0,-130.58,28.08,9.46
-45.0,-11.0,-45.0,3.68,-106.18,51.7
-45.0,-11.0,-43.0,1.7,-104.2,47.69
-45.0,-11.0,-41.0,-0.38,-102.12,43.79
-45.0,-11.0,-39.0,-2.55,-99.95,39.99
-45.0,-11.0,-37.0,-4.82,-97.68,36.3
-45.0,-11.0,-35.0,-7.18,-95.32,32.73
-45.0,-11.0,-33.0,-9.62,-92.88,29.27
-45.0,-11.0,-31.0,-12.15,-90.35,25.94
-45.0,-11.0,-29.0,-14.75,-87.75,22.74
-45.0,-11.0,-27.0,-17.44,-85.06,19.66
-45.0,-11.0,-25.0,-20.2,-82.3,16.72
-45.0,-11.0,-23.0,-23.03,-79.47,13.92
-45.0,-11.0,-21.0,-25.93,-76.57,11.26
-45.0,-11.0,-19.0,-28.89,-73.61,8.74
-45.0,-11.0,-17.0,-31.91,-70.59,6.37
-45.0,-11.0,-15.0,-34.99,-67.51,4.15
-45.0,-11.0,-13.0,-38.12,-64.38,2.09
-45.0,-11.0,-11.0,-41.3,-61.2,0.18
-45.0,-11.0,-9.0,-44.53,-57.97,-1.57
-45.0,-11.0,-7.0,-47.8,-54.7,-3.17
-45.0,-11.0,-5.0,-51.1,-51.4,-4.59
-45.0,-11.0,-3.0,-54.44,-48.06,-5.86
-45.0,-11.0,-1.0,-57.8,-44.7,-6.96
-45.0,-11.0,1.0,-61.2,-41.3,-7.89
-45.0,-11.0,3.0,-64.61,-37.89,-8.66
-45.0,-11.0,5.0,-68.04,-34.46,-9.25
-45.0,-11.0,7.0,-71.48,-31.02,-9.68
-45.0,-11.0,9.0,-74.93,-27.57,-9.93
-45.0,-11.0,11.0,-78.39,-24.11,-10.02
-45.0,-11.0,13.0,-81.84,-20.66,-9.93
-45.0,-11.0,15.0,-85.29,-17.21,-9.68
-45.0,-11.0,17.0,-88.73,-13.77,-9.25
-45.0,-11.0,19.0,-92.16,-10.34,-8.66
-45.0,-11.0,21.0,-95.58,-6.92,-7.89
-45.0,-11.0,23.0,-98.97,-3.53,-6.96
-45.0,-11.0,25.0,-102.34,-0.16,-5.86
-45.0,-11.0,27.0,-105.67,3.17,-4.59
-45.0,-11.0,29.0,-108.98,6.48,-3.17
-45.0,-11.0,31.0,-112.24,9.74,-1.57
-45.0,-11.0,33.0,-115.47,12.97,0.18
-45.0,-11.0,35.0,-118.65,16.15,2.09
-45.0,-11.0,37.0,-121.78,19.28,4.15
-45.0,-11.0,39.0,-124.86,22.36,6.37
-45.0,-11.0,41.0,-127.88,25.38,8.74
-45.0,-11.0,43.0,-130.85,28.35,11.26
-45.0,-11.0,45.0,-133.74,31.24,13.92
-45.0,-9.0,-45.0,1.48,-103.98,49.5
-45.0,-9.0,-43.0,-0.6,-101.9,45.59
-45.0,-9.0,-41.0,-2.78,-99.72,41.8
-45.0,-9.0,-39.0,-5.04,-97.46,38.11
-45.0,-9.0,-37.0,-7.4,-95.1,34.54
-45.0,-9.0,-35.0,-9.84,-92.66,31.08
-45.0,-9.0,-33.0,-12.37,-90.13,27.75
-45.0,-9.0,-31.0,-14.98,-87.52,24.54
-45.0,-9.0,-29.0,-17.66,-84.84,21.47
-45.0,-9.0,-27.0,-20.42,-82.08,18.52
-45.0,-9.0,-25.0,-23.25,-79.25,15.72
-45.0,-9.0,-23.0,-26.15,-76.35,13.06
-45.0,-9.0,-21.0,-29.11,-73.39,10.54
-45.0,-9.0,-19.0,-32.14,-70.36,8.17
-45.0,-9.0,-17.0,-35.21,-67.29,5.96
-45.0,-9.0,-15.0,-38.35,-64.15,3.89
-45.0,-9.0,-13.0,-41.53,-60.97,1.98
-45.0,-9.0,-11.0,-44.75,-57.75,0.23
-45.0,-9.0,-9.0,-48.02,-54.48,-1.36
-45.0,-9.0,-7.0,-51.32,-51.18,-2.79
-45.0,-9.0,-5.0,-54.66,-47.84,-4.05
-45.0,-9.0,-3.0,-58.03,-44.47,-5.15
-45.0,-9.0,-1.0,-61.42,-41.08,-6.09
-45.0,-9.0,1.0,-64.83,-37.67,-6.85
-45.0,-9.0,3.0,-68.26,-34.24,-7.45
-45.0,-9.0,5.0,-71.71,-30.79,-7.87
-45.0,-9.0,7.0,-75.16,-27.34,-8.13
-45.0,-9.0,9.0,-78.61,-23.89,-8.21
-45.0,-9.0,11.0,-82.07,-20.43,-8.13
-45.0,-9.0,13.0,-85.52,-16.98,-7.87
-45.0,-9.0,15.0,-88.96,-13.54,-7.45
-45.0,-9.0,17.0,-92.39,-10.11,-6.85
-45.0,-9.0,19.0,-95.8,-6.7,-6.09
-45.0,-9.0,21.0,-99.19,-3.31,-5.15
-45.0,-9.0,23.0,-102.56,0.06,-4.05
-45.0,-9.0,25.0,-105.9,3.4,-2.79
-45.0,-9.0,27.0,-109.2,6.7,-1.36
-45.0,-9.0,29.0,-112.47,9.97,0.23
-45.0,-9.0,31.0,-115.7,13.2,1.98
-45.0,-9.0,33.0,-118.88,16.38,3.89
-45.0,-9.0,35.0,-122.01,19.51,5.96
-45.0,-9.0,37.0,-125.09,22.59,8.17
-45.0,-9.0,39.0,-128.11,25.61,10.54
-45.0,-9.0,41.0,-131.07,28.57,13.06
-45.0,-9.0,43.0,-133.97,31.47,15.72
-45.0,-9.0,45.0,-136.8,34.3,18.52
-45.0,-7.0,-45.0,-0.78,-101.72,47.41
-45.0,-7.0,-43.0,-2.96,-99.54,43.61
-45.0,-7.0,-41.0,-5.22,-97.28,39.92
-45.0,-7.0,-39.0,-7.58,-94.92,36.35
-45.0,-7.0,-37.0,-10.02,-92.48,32.89
-45.0,-7.0,-35.0,-12.55,-89.95,29.56
-45.0,-7.0,-33.0,-15.16,-87.34,26.36
-45.0,-7.0,-31.0,-17.84,-84.66,23.28
-45.0,-7.0,-29.0,-20.6,-81.9,20.34
-45.0,-7.0,-27.0,-23.43,-79.07,17.54
-45.0,-7.0,-25.0,-26.33,-76.17,14.88
-45.0,-7.0,-23.0,-29.29,-73.21,12.36
-45.0,-7.0,-21.0,-32.32,-70.18,9.99
-45.0,-7.0,-19.0,-35.4,-67.1,7.77
-45.0,-7.0,-17.0,-38.53,-63.97,5.71
-45.0,-7.0,-15.0,-41.71,-60.79,3.8
-45.0,-7.0,-13.0,-44.93,-57.57,2.04
-45.0,-7.0,-11.0,-48.2,-54.3,0.45
-45.0,-7.0,-9.0,-51.51,-50.99,-0.97
-45.0,-7.0,-7.0,-54.84,-47.66,-2.24
-45.0,-7.0,-5.0,-58.21,-44.29,-3.34
-45.0,-7.0,-3.0,-61.6,-40.9,-4.27
-45.0,-7.0,-1.0,-65.01,-37.49,-5.04
-45.0,-7.0,1.0,-68.44,-34.06,-5.63
-45.0,-7.0,3.0,-71.89,-30.61,-6.06
-45.0,-7.0,5.0,-75.34,-27.16,-6.31
-45.0,-7.0,7.0,-78.79,-23.71,-6.4
-45.0,-7.0,9.0,-82.25,-20.25,-6.31
-45.0,-7.0,11.0,-85.7,-16.8,-6.06
-45.0,-7.0,13.0,-89.14,-13.36,-5.63
-45.0,-7.0,15.0,-92.57,-9.93,-5.04
-45.0,-7.0,17.0,-95.98,-6.52,-4.27
-45.0,-7.0,19.0,-99.37,-3.13,-3.34
-45.0,-7.0,21.0,-102.74,0.24,-2.24
-45.0,-7.0,23.0,-106.08,3.58,-0.97
-45.0,-7.0,25.0,-109.38,6.88,0.45
-45.0,-7.0,27.0,-112.65,10.15,2.04
-45.0,-7.0,29.0,-115.88,13.38,3.8
-45.0,-7.0,31.0,-119.06,16.56,5.71
-45.0,-7.0,33.0,-122.19,19.69,7.77
-45.0,-7.0,35.0,-125.27,22.77,9.99
-45.0,-7.0,37.0,-128.29,25.79,12.36
-45.0,-7.0,39.0,-131.25,28.75,14.88
-45.0,-7.0,41.0,-134.15,31.65,17.54
-45.0,-7.0,43.0,-136.98,34.48,20.34
-45.0,-7.0,45.0,-139.74,37.24,23.28
-45.0,-5.0,-45.0,-3.09,-99.41,45.43
-45.0,-5.0,-43.0,-5.36,-97.14,41.75
-45.0,-5.0,-41.0,-7.72,-94.78,38.17
-45.0,-5.0,-39.0,-10.16,-92.34,34.72
-45.0,-5.0,-37.0,-12.69,-89.81,31.38
-45.0,-5.0,-35.0,-15.29,-87.21,28.18
-45.0,-5.0,-33.0,-17.98,-84.52,25.1
-45.0,-5.0,-31.0,-20.74,-81.76,22.16
-45.0,-5.0,-29.0,-23.57,-78.93,19.36
-45.0,-5.0,-27.0,-26.47,-76.03,16.7
-45.0,-5.0,-25.0,-29.43,-73.07,14.18
-45.0,-5.0,-23.0,-32.45,-70.05,11.81
-45.0,-5.0,-21.0,-35.53,-66.97,9.59
-45.0,-5.0,-19.0,-38.66,-63.84,7.53
-45.0,-5.0,-17.0,-41.84,-60.66,5.62
-45.0,-5.0,-15.0,-45.07,-57.43,3.87
-45.0,-5.0,-13.0,-48.34,-54.16,2.28
-45.0,-5.0,-11.0,-51.64,-50.86,0.85
-45.0,-5.0,-9.0,-54.98,-47.52,-0.42
-45.0,-5.0,-7.0,-58.35,-44.15,-1.52
-45.0,-5.0,-5.0,-61.74,-40.76,-2.45
-45.0,-5.0,-3.0,-65.15,-37.35,-3.21
-45.0,-5.0,-1.0,-68.58,-33.92,-3.81
-45.0,-5.0,1.0,-72.02,-30.48,-4.23
-45.0,-5.0,3.0,-75.47,-27.03,-4.49
-45.0,-5.0,5.0,-78.93,-23.57,-4.58
-45.0,-5.0,7.0,-82.38,-20.12,-4.49
-45.0,-5.0,9.0,-85.83,-16.67,-4.23
-45.0,-5.0,11.0,-89.28,-13.22,-3.81
-45.0,-5.0,13.0,-92.7,-9.8,-3.21
-45.0,-5.0,15.0,-96.12,-6.38,-2.45
-45.0,-5.0,17.0,-99.51,-2.99,-1.52
-45.0,-5.0,19.0,-102.88,0.38,-0.42
-45.0,-5.0,21.0,-106.21,3.71,0.85
-45.0,-5.0,23.0,-109.52,7.02,2.28
-45.0,-5.0,25.0,-112.79,10.29,3.87
-45.0,-5.0,27.0,-116.01,13.51,5.62
-45.0,-5.0,29.0,-119.19,16.69,7.53
-45.0,-5.0,31.0,-122.32,19.82,9.59
-45.0,-5.0,33.0,-125.4,22.9,11.81
-45.0,-5.0,35.0,-128.42,25.92,14.18
-45.0,-5.0,37.0,-131.39,28.89,16.7
-45.0,-5.0,39.0,-134.28,31.78,19.36
-45.0,-5.0,41.0,-137.12,34.62,22.16
-45.0,-5.0,43.0,-139.87,37.37,25.1
-45.0,-5.0,45.0,-142.56,40.06,28.18
-45.0,-3.0,-45.0,-5.45,-97.05,43.57
-45.0,-3.0,-43.0,-7.81,-94.69,40.0
-45.0,-3.0,-41.0,-10.25,-92.25,36.54
-45.0,-3.0,-39.0,-12.78,-89.72,33.21
-45.0,-3.0,-37.0,-15.38,-87.12,30.01
-45.0,-3.0,-35.0,-18.07,-84.43,26.93
